大和魂	やまとだましい	L'esprit japonais			<span class="kanji">大和魂<span class="furigana">やまとだましい</span></span>			
魅力	みりょく	Charme, attrait, fascination			<span class="kanji">魅力<span class="furigana">みりょく</span></span>			
魅力的	みりょくてき	Charmant, séduisant, captivant, attrayant			<span class="kanji">魅力的<span class="furigana">みりょくてき</span></span>			
魅了	みりょう	Fasciner, enchanter, charmer			<span class="kanji">魅了<span class="furigana">みりょう</span></span>			
魅惑	みわく	Fascination, charme, attrait, ensorcellement			<span class="kanji">魅惑<span class="furigana">みわく</span></span>			
醜い	みにくい	Laid, hideux, ignoble			<span class="kanji">醜<span class="furigana">みにく</span></span>い			
醜聞	しゅうぶん	Scandale			<span class="kanji">醜聞<span class="furigana">しゅうぶん</span></span>			
醜悪	しゅうあく	Laid, infâme, scandaleux			<span class="kanji">醜悪<span class="furigana">しゅうあく</span></span>			
醜態	しゅうたい	Spectacle choquant; conduite scandaleuse			<span class="kanji">醜態<span class="furigana">しゅうたい</span></span>			
醜女	しゅうじょ、しこめ	Laideron, femme laide			<span class="kanji">醜女<span class="furigana">しゅうじょ、しこめ</span></span>			
美醜	びしゅう	Beauté et laideur; apparence			<span class="kanji">美醜<span class="furigana">びしゅう</span></span>			
悪魔	あくま	Diable, démon, satan			<span class="kanji">悪魔<span class="furigana">あくま</span></span>			
魔術	まじゅつ	Sorcellerie, magie noire			<span class="kanji">魔術<span class="furigana">まじゅつ</span></span>			
魔法	まほう	Magie, sorcellerie			<span class="kanji">魔法<span class="furigana">まほう</span></span>			
魔法瓶	まほうびん	Bouteille thermos			<span class="kanji">魔法瓶<span class="furigana">まほうびん</span></span>			
邪魔	じゃま	Gêne, dérangement, interruption			<span class="kanji">邪魔<span class="furigana">じゃま</span></span>			
麻	あさ	Chanvre, lin			<span class="kanji">麻<span class="furigana">あさ</span></span>			
大麻	たいま、おおあさ	Chanvre, cannabis, haschisch			<span class="kanji">大麻<span class="furigana">たいま</span></span>			
麻薬	まやく	Stupéfiant, drogue, narcotique			<span class="kanji">麻薬<span class="furigana">まやく</span></span>			
麻痺	まひ	Paralysie			<span class="kanji">麻痺<span class="furigana">まひ</span></span>			
小児麻痺	しょうにまひ	Paralysie infantile, poliomyélite			<span class="kanji">小児麻痺<span class="furigana">しょうにまひ</span></span>			
麻糸	あさいと	Fil de chanvre / lin			<span class="kanji">麻糸<span class="furigana">あさいと</span></span>			
摩擦	まさつ	Frottement, friction			<span class="kanji">摩擦<span class="furigana">まさつ</span></span>			
冷水摩擦	れいすいまさつ	Frictionner avec une serviette froide humide			<span class="kanji">冷水摩擦<span class="furigana">れいすいまさつ</span></span>			
按摩	あんま	Massage; masseur, masseuse			<span class="kanji">按摩<span class="furigana">あんま</span></span>			
磨く	みがく	Polir, brosser, frotter			<span class="kanji">磨<span class="furigana">みが</span></span>く			
研磨	けんま	Polir, poncer, affûter; étudier dur			<span class="kanji">研磨<span class="furigana">けんま</span></span>			
磨滅	まめつ	Usure, abrasion			<span class="kanji">磨滅<span class="furigana">まめつ</span></span>			
達磨	だるま	Bodhidharma; culbuto			<span class="kanji">達磨<span class="furigana">だるま</span></span>			
歯磨き	はみがき	Brossage des dents; dentifrice			<span class="kanji">歯磨<span class="furigana">はみが</span></span>き			
磨き上げる	みがきあげる	Assurer le poli / la finition			<span class="kanji">磨<span class="furigana">みが</span></span>き<span class="kanji">上<span class="furigana">あ</span></span>げる			
閑静	かんせい	Calme, paisible			<span class="kanji">閑静<span class="furigana">かんせい</span></span>			
森閑	しんかん	Silence			<span class="kanji">森閑<span class="furigana">しんかん</span></span>			
安閑	あんかん	Loisir, oisiveté			<span class="kanji">安閑<span class="furigana">あんかん</span></span>			
閑散	かんさん	Peu animé / fréquenté; morte-saison (marché)			<span class="kanji">閑散<span class="furigana">かんさん</span></span>			
農閑期	のうかんき	Morte-saison agricole			<span class="kanji">農閑期<span class="furigana">のうかんき</span></span>			
簡単	かんたん	Simple; bref		5	<span class="kanji">簡単<span class="furigana">かんたん</span></span>			
簡略	かんりゃく	Simple, bref, succint		5	<span class="kanji">簡略<span class="furigana">かんりゃく</span></span>			
簡潔	かんけつ	Bref, succinct, laconique		5	<span class="kanji">簡潔<span class="furigana">かんけつ</span></span>		用件を簡潔に話す	
簡素	かんそ	Simple, modeste		5	<span class="kanji">簡素<span class="furigana">かんそ</span></span>			
書簡	しょかん	Lettre, écrit, correspondance		5	<span class="kanji">書簡<span class="furigana">しょかん</span></span>			
暦	こよみ	Calendrier			<span class="kanji">暦<span class="furigana">こよみ</span></span>			
西暦	せいれき	Ère chrétienne, calendrier grégorien			<span class="kanji">西暦<span class="furigana">せいれき</span></span>			
旧暦	きゅうれき	Ancien calendrier (lunaire)			<span class="kanji">旧暦<span class="furigana">きゅうれき</span></span>			
太陽暦	たいようれき	Calendrier solaire			<span class="kanji">太陽暦<span class="furigana">たいようれき</span></span>			
還暦	かんれき	60ème anniversaire			<span class="kanji">還暦<span class="furigana">かんれき</span></span>			
花暦	はなごよみ	Calendrier floral			<span class="kanji">花暦<span class="furigana">はなごよみ</span></span>			
お菓子	おかし	Gâteau, confiserie, bonbon			お<span class="kanji">菓子<span class="furigana">かし</span></span>			
菓子屋	かしや	Pâtisserie, confiserie			<span class="kanji">菓子屋<span class="furigana">かしや</span></span>			
和菓子	わがし	Pâtisserie japonaise			<span class="kanji">和菓子<span class="furigana">わがし</span></span>			
茶菓	ちゃか、さか	Thé et gâteau; rafraîchissements			<span class="kanji">茶菓<span class="furigana">ちゃか、さか</span></span>			
水菓子	みずがし	Fruit			<span class="kanji">水菓子<span class="furigana">みずがし</span></span>			
語彙	ごい	Vocabulaire, lexique, glossaire			<span class="kanji">語彙<span class="furigana">ごい</span></span>			
裸	はだか	Nu			<span class="kanji">裸<span class="furigana">はだか</span></span>			
裸婦	らふ	Femme nue			<span class="kanji">裸婦<span class="furigana">らふ</span></span>			
赤裸々	せきらら	Nu, nudité; franc, direct			<span class="kanji">赤裸々<span class="furigana">せきらら</span></span>			
裸体画	はだかうま	Nu (peinture)			<span class="kanji">裸体画<span class="furigana">はだかうま</span></span>			
裸馬	はだかうま	Cheval non sellé			<span class="kanji">裸馬<span class="furigana">はだかうま</span></span>			
裸一貫	はだかいっかん	Ne rien posséder du tout, dépourvu de tout			<span class="kanji">裸一貫<span class="furigana">はだかいっかん</span></span>			
襟	えり	Cou; col, encolure, revers			<span class="kanji">襟<span class="furigana">えり</span></span>			
胸襟	きょうきん	Coeur (sentiments)			<span class="kanji">胸襟<span class="furigana">きょうきん</span></span>			
開襟シャツ	かいきんシャツ	Chemise à col ouvert			<span class="kanji">開襟<span class="furigana">かいきん</span></span>シャツ			
襟巻き	えりまき	Écharpe, foulard, cache-nez			<span class="kanji">襟巻<span class="furigana">えりま</span></span>き			
襟首	えりくび	Nuque			<span class="kanji">襟首<span class="furigana">えりくび</span></span>			
襟元	えりもと	Col, cou			<span class="kanji">襟元<span class="furigana">えりもと</span></span>			
巣	す	Nid			<span class="kanji">巣<span class="furigana">す</span></span>			
卵巣	らんそう	Ovaire			<span class="kanji">卵巣<span class="furigana">らんそう</span></span>			
炎症病巣	えんしょうびょうそう	Foyer d'une inflammation			<span class="kanji">炎症病巣<span class="furigana">えんしょうびょうそう</span></span>			
巣立ち	すだち	Quitter le nid, devenir indépendant			<span class="kanji">巣立<span class="furigana">すだ</span></span>ち			
空き巣狙い	あきすねらい	Cambrioleur; cambriolage (pendant absence)			<span class="kanji">空<span class="furigana">あ</span></span>き<span class="kanji">巣狙<span class="furigana">すねら</span></span>い			
弾	たま	Balle, projectile			<span class="kanji">弾<span class="furigana">たま</span></span>			
弾む	はずむ	Rebondir; être excité; être prodigue, faire des folies			<span class="kanji">弾<span class="furigana">はず</span></span>む			
弾く	ひく	Jouer (instrument à cordes)			<span class="kanji">弾<span class="furigana">ひ</span></span>く			
爆弾	ばくだん	Bombe			<span class="kanji">爆弾<span class="furigana">ばくだん</span></span>			
弾丸	だんがん	Projectile, balle (pistolet), munition			<span class="kanji">弾丸<span class="furigana">だんがん</span></span>			
弾力	だんりょく	Élasticité; flexibilité			<span class="kanji">弾力<span class="furigana">だんりょく</span></span>			
禅宗	ぜんしゅう	Secte Zen			<span class="kanji">禅宗<span class="furigana">ぜんしゅう</span></span>			
座禅	ざぜん	Méditation zen (assise), zazen			<span class="kanji">座禅<span class="furigana">ざぜん</span></span>			
禅僧	ぜんそう	Bonze zen			<span class="kanji">禅僧<span class="furigana">ぜんそう</span></span>			
禅寺	ぜんでら	Temple zen			<span class="kanji">禅寺<span class="furigana">ぜんでら</span></span>			
禅問答	ぜんもんどう	Dialogue zen; dialogue incompréhensible			<span class="kanji">禅問答<span class="furigana">ぜんもんどう</span></span>			
奉る	たてまつる	Offrir (avec respect), faire offrande; révérer			<span class="kanji">奉<span class="furigana">たてまつ</span></span>る			
奉納	ほうのう	Offrande, dédicace, consécration			<span class="kanji">奉納<span class="furigana">ほうのう</span></span>			
奉献	ほうけん	Offrande, consécration			<span class="kanji">奉献<span class="furigana">ほうけん</span></span>			
信奉	しんぽう	Foi, croyance			<span class="kanji">信奉<span class="furigana">しんぽう</span></span>			
奉仕	ほうし	Service			<span class="kanji">奉仕<span class="furigana">ほうし</span></span>			
俸給	ほうきゅう	Salaire, appointements			<span class="kanji">俸給<span class="furigana">ほうきゅう</span></span>			
年俸	ねんぽう	Revenu / salaire annuel			<span class="kanji">年俸<span class="furigana">ねんぽう</span></span>			
号俸	ごうほう	Échelon de salaire			<span class="kanji">号俸<span class="furigana">ごうほう</span></span>			
減俸	げんぽう	Réduction de salaire			<span class="kanji">減俸<span class="furigana">げんぽう</span></span>			
年功加俸	ねんこうかほう	Prime d'ancienneté			<span class="kanji">年功加俸<span class="furigana">ねんこうかほう</span></span>			
鉄棒	てつぼう	Barre de fer; barre fixe			<span class="kanji">鉄棒<span class="furigana">てつぼう</span></span>			
心棒	しんぼう	Axe, essieu			<span class="kanji">心棒<span class="furigana">しんぼう</span></span>			
棒立ち	ぼうだち	Avoir un haut-le-corps, se figer (d'effroi)			<span class="kanji">棒立<span class="furigana">ぼうだ</span></span>ち			
相棒	あいぼう	Copain; complice, partenaire			<span class="kanji">相棒<span class="furigana">あいぼう</span></span>			
棒暗記	ぼうあんき	Apprendre mécaniquement par coeur			<span class="kanji">棒暗記<span class="furigana">ぼうあんき</span></span>			
奏でる	かなでる	Jouer (d'un instrument de musique)			<span class="kanji">奏<span class="furigana">かな</span></span>でる			
演奏会	えんそうかい	Concert, récital			<span class="kanji">演奏会<span class="furigana">えんそうかい</span></span>			
独奏	どくそう	Solo			<span class="kanji">独奏<span class="furigana">どくそう</span></span>			
二重奏	にじゅうそう	Duo			<span class="kanji">二重奏<span class="furigana">にじゅうそう</span></span>			
伴奏	ばんそう	Accompagnement (musical)			<span class="kanji">伴奏<span class="furigana">ばんそう</span></span>			
泰然自若	たいぜんじじゃく	Imperturbabilité			<span class="kanji">泰然自若<span class="furigana">たいぜんじじゃく</span></span>			
安泰	あんたい	Sécurité, sûreté, paix			<span class="kanji">安泰<span class="furigana">あんたい</span></span>			
泰平	たいへい	Paix, tranquilité			<span class="kanji">泰平<span class="furigana">たいへい</span></span>			
泰西	たいせい	Occident, l'Ouest			<span class="kanji">泰西<span class="furigana">たいせい</span></span>			
泰西名画	たいせいめいが	Chef-d'oeuvre de la peinture occidentale			<span class="kanji">泰西名画<span class="furigana">たいせいめいが</span></span>			
漆	うるし	Laque			<span class="kanji">漆<span class="furigana">うるし</span></span>			
漆器	しっき	Objets laqués, laques			<span class="kanji">漆器<span class="furigana">しっき</span></span>			
漆黒	しっこく	Noir de jais			<span class="kanji">漆黒<span class="furigana">しっこく</span></span>			
乾漆像	かんしつぞう	Statue laquée du bouddha			<span class="kanji">乾漆像<span class="furigana">かんしつぞう</span></span>			
漆喰	しっくい	Plâtre, mortier, crépi			<span class="kanji">漆喰<span class="furigana">しっくい</span></span>			
漆塗り	うるしぬり	En laque, laqué			<span class="kanji">漆塗<span class="furigana">うるしぬ</span></span>り			
慈しむ	いつくしむ	Chérir, aimer, affectionner; s'occuper avec amour de plus faibles / jeunes que soi			<span class="kanji">慈<span class="furigana">いつく</span></span>しむ			
慈善	じぜん	Charité, philanthropie			<span class="kanji">慈善<span class="furigana">じぜん</span></span>			
慈悲	じひ	Miséricorde, pitié, charité, compassion			<span class="kanji">慈悲<span class="furigana">じひ</span></span>			
慈愛	じあい	Affection, amour, tendresse			<span class="kanji">慈愛<span class="furigana">じあい</span></span>			
慈雨	じう	Pluie bienfaisante			<span class="kanji">慈雨<span class="furigana">じう</span></span>			
磁気	じき	Magnétisme, magnétique			<span class="kanji">磁気<span class="furigana">じき</span></span>			
磁石	じしゃく	Aimant			<span class="kanji">磁石<span class="furigana">じしゃく</span></span>			
電磁石	でんじしゃく	Électro-aimant			<span class="kanji">電磁石<span class="furigana">でんじしゃく</span></span>			
磁場	じば、じじょう	Champ magnétique			<span class="kanji">磁場<span class="furigana">じば、じじょう</span></span>			
磁器	じき	Porcelaine			<span class="kanji">磁器<span class="furigana">じき</span></span>			
滋養	じよう	Nutrition			<span class="kanji">滋養<span class="furigana">じよう</span></span>			
滋養分	じようぶん	Élément nutritif, nutriment			<span class="kanji">滋養分<span class="furigana">じようぶん</span></span>			
滋賀県	しがけん	Préfecture de Shiga			<span class="kanji">滋賀県<span class="furigana">しがけん</span></span>			
寿	ことぶき	Longévité; félicitations			<span class="kanji">寿<span class="furigana">ことぶき</span></span>			
寿命	じゅみょう	Durée de la vie, la vie			<span class="kanji">寿命<span class="furigana">じゅみょう</span></span>			
長寿	ちょうじゅ	Longue vie, longévité			<span class="kanji">長寿<span class="furigana">ちょうじゅ</span></span>			
喜寿	きじゅ	77ème anniversaire			<span class="kanji">喜寿<span class="furigana">きじゅ</span></span>			
寿司	すし	Sushi			<span class="kanji">寿司<span class="furigana">すし</span></span>			
鋳る	いる	Fondre, couler, mouler			<span class="kanji">鋳<span class="furigana">い</span></span>る			
鋳造	ちゅうぞう	Fonte, moulage; frappe de la monnaie			<span class="kanji">鋳造<span class="furigana">ちゅうぞう</span></span>			
鋳鉄	ちゅうてつ	Fonte de fer			<span class="kanji">鋳鉄<span class="furigana">ちゅうてつ</span></span>			
改鋳	かいちゅう	Refonte, remoulage			<span class="kanji">改鋳<span class="furigana">かいちゅう</span></span>			
鋳型	いがた	Moule, matrice, patron			<span class="kanji">鋳型<span class="furigana">いがた</span></span>			
鋳物	いもの	Pièce de fonte, pièce moulée			<span class="kanji">鋳物<span class="furigana">いもの</span></span>			
銘記	めいき	Graver dans sa mémoire			<span class="kanji">銘記<span class="furigana">めいき</span></span>			
感銘	かんめい	Impression profonde			<span class="kanji">感銘<span class="furigana">かんめい</span></span>			
銘柄	ねいがら	Marque (commerciale)			<span class="kanji">銘柄<span class="furigana">ねいがら</span></span>			
座右銘	ざゆうめい	Devise, maxime			<span class="kanji">座右銘<span class="furigana">ざゆうめい</span></span>			
碑銘	ひめい	Épitaphe, inscription			<span class="kanji">碑銘<span class="furigana">ひめい</span></span>			
雇う	やとう	Engager, employer; affréter, louer			<span class="kanji">雇<span class="furigana">やと</span></span>う			
終身雇用	しゅうしんこよう	L'emploi à vie			<span class="kanji">終身雇用<span class="furigana">しゅうしんこよう</span></span>			
解雇	かいこ	Congédiement, renvoi, licenciement			<span class="kanji">解雇<span class="furigana">かいこ</span></span>			
雇い人	やといにん	Employé; domestique			<span class="kanji">雇<span class="furigana">やと</span></span>い<span class="kanji">人<span class="furigana">にん</span></span>			
雇い主	やといぬし	Employeur, patron			<span class="kanji">雇<span class="furigana">やと</span></span>い<span class="kanji">主<span class="furigana">ぬし</span></span>			
顧みる	かえりみる	Regarder en arrière; tenir compte de, considérer			<span class="kanji">顧<span class="furigana">かえり</span></span>みる			
回顧	かいこ	Souvenir, évocation, rétrospective			<span class="kanji">回顧<span class="furigana">かいこ</span></span>			
回顧録	かいころく	Mémoires, souvenirs			<span class="kanji">回顧録<span class="furigana">かいころく</span></span>			
顧慮	こりょ	Considération, égard			<span class="kanji">顧慮<span class="furigana">こりょ</span></span>			
顧問	こもん	Conseiller, consultant			<span class="kanji">顧問<span class="furigana">こもん</span></span>			
顧客	こかく、こきゃく	Client; clientèle			<span class="kanji">顧客<span class="furigana">こかく、こきゃく</span></span>			
扇	おうぎ	Éventail (pliant)			<span class="kanji">扇<span class="furigana">おうぎ</span></span>			
扇子	せんす	Éventail (pliant)			<span class="kanji">扇子<span class="furigana">せんす</span></span>			
扇風機	せんぷうき	Ventilateur			<span class="kanji">扇風機<span class="furigana">せんぷうき</span></span>			
扇形	せんけい、おうぎがた	Forme d'éventail			<span class="kanji">扇形<span class="furigana">せんけい、おうぎがた</span></span>			
扇動	せんどう	Agitation, incitation, provocation			<span class="kanji">扇動<span class="furigana">せんどう</span></span>			
舞扇	まいおうぎ	Éventail de danseur			<span class="kanji">舞扇<span class="furigana">まいおうぎ</span></span>			
扉	とびら	Porte; page de titre			<span class="kanji">扉<span class="furigana">とびら</span></span>			
開扉	かいひ	Ouvrir la porte			<span class="kanji">開扉<span class="furigana">かいひ</span></span>			
門扉	もんぴ	Battant de porte			<span class="kanji">門扉<span class="furigana">もんぴ</span></span>			
促す	うながす	Presser, exhorter, inciter, insister			<span class="kanji">促<span class="furigana">うなが</span></span>す			
促進	そくしん	Accélérer, encourager			<span class="kanji">促進<span class="furigana">そくしん</span></span>			
催促	さいそく	Demande pressante, sommation, réclamation			<span class="kanji">催促<span class="furigana">さいそく</span></span>			
促成	そくせい	Forcer artificiellement			<span class="kanji">促成<span class="furigana">そくせい</span></span>			
捉える	とらえる	Capturer, saisir, attraper			<span class="kanji">捉<span class="furigana">とら</span></span>える			
補足	ほそく	Prendre, attraper, capturer, saisir			<span class="kanji">補足<span class="furigana">ほそく</span></span>			
択捉島	えとろふとう	Île d'Itouroup (la plus grande de l'archipel des Kouriles)			<span class="kanji">択捉島<span class="furigana">えとろふとう</span></span>			
踊る	おどる	Danser			<span class="kanji">踊<span class="furigana">おど</span></span>る			
踊り	おどり	Danse			<span class="kanji">踊<span class="furigana">おど</span></span>り			
舞踊	ぶよう	Danse, ballet			<span class="kanji">舞踊<span class="furigana">ぶよう</span></span>			
盆踊り	ぼんおどり	Danse de la Fête de Bon			<span class="kanji">盆踊<span class="furigana">ぼんおど</span></span>り			
踊り子	おどりこ	Danseuse, ballerine			<span class="kanji">踊<span class="furigana">おど</span></span>り<span class="kanji">子<span class="furigana">こ</span></span>			
踊り狂う	おどりくるう	Danser en extase			<span class="kanji">踊<span class="furigana">おど</span></span>り<span class="kanji">狂<span class="furigana">くる</span></span>う			
踊り場	おどりば	Salle de danse; palier			<span class="kanji">踊<span class="furigana">おど</span></span>り<span class="kanji">場<span class="furigana">ば</span></span>			
踏む	ふむ	Marcher sur			<span class="kanji">踏<span class="furigana">ふ</span></span>む			
踏まえる	ふまえる	Être fondé / se fonder sur			<span class="kanji">踏<span class="furigana">ふ</span></span>まえる			
舞踏会	ぶとうかい	Bal			<span class="kanji">舞踏会<span class="furigana">ぶとうかい</span></span>			
雑踏	ざっとう	Embouteillage, cohue, bousculade			<span class="kanji">雑踏<span class="furigana">ざっとう</span></span>			
踏査	とうさ	Exploration, enquête; étudre sur le terrain			<span class="kanji">踏査<span class="furigana">とうさ</span></span>			
踏切り	ふみきり	Passage à niveau			<span class="kanji">踏切<span class="furigana">ふみき</span></span>り			
足踏み	あしぶみ	Pas, allure; piétiner; stagner			<span class="kanji">足踏<span class="furigana">あしぶ</span></span>み			
踊る	おどる	Sauter			<span class="kanji">踊<span class="furigana">おど</span></span>る			
飛躍	ひやく	Saut, essor, bond			<span class="kanji">飛躍<span class="furigana">ひやく</span></span>			
活躍	かつやく	Activité			<span class="kanji">活躍<span class="furigana">かつやく</span></span>			
暗躍	あんやく	Manoeuvres secrètes			<span class="kanji">暗躍<span class="furigana">あんやく</span></span>			
躍進	やくしん	Bond en avant, progrès rapide, essor			<span class="kanji">躍進<span class="furigana">やくしん</span></span>			
躍動	やくどう	Plein d'élan / de vie, dynamique			<span class="kanji">躍動<span class="furigana">やくどう</span></span>			
洗濯	せんたく	Lessive, lavage			<span class="kanji">洗濯<span class="furigana">せんたく</span></span>			
洗濯機	せんたくき	Machine à laver			<span class="kanji">洗濯機<span class="furigana">せんたくき</span></span>			
洗濯物	せんたくもの	Linge à laver / sécher, lessive			<span class="kanji">洗濯物<span class="furigana">せんたくもの</span></span>			
兆し	きざし	Indice, signe, symptôme			<span class="kanji">兆<span class="furigana">きざ</span></span>し			
兆す	きざす	Montrer ses signes / symptômes; pousser, germer			<span class="kanji">兆<span class="furigana">きざ</span></span>す			
兆候	ちょうこう	Signe, indice, symptôme			<span class="kanji">兆候<span class="furigana">ちょうこう</span></span>			
前兆	ぜんちょう	Présage, signe avant-coureur		7	<span class="kanji">前兆<span class="furigana">ぜんちょう</span></span>			
吉兆	きっちょう	Bon augure, signe favorable			<span class="kanji">吉兆<span class="furigana">きっちょう</span></span>			
億兆	おくちょう	Multitude; le peuple, les masses			<span class="kanji">億兆<span class="furigana">おくちょう</span></span>			
跳ぶ	とぶ	Sauter, bondir, sautiller			<span class="kanji">跳<span class="furigana">と</span></span>ぶ			
跳ねる	はねる	Sauter, bondir, sautiller			<span class="kanji">跳<span class="furigana">は</span></span>ねる			
跳躍	ちょうやく	Saut, bond			<span class="kanji">跳躍<span class="furigana">ちょうやく</span></span>			
跳び上がる	とびあがる	Bondir, sauter en l'air			<span class="kanji">跳<span class="furigana">と</span></span>び<span class="kanji">上<span class="furigana">あ</span></span>がる			
跳ね上がる	はねあがる	Bondir, sauter en l'air			<span class="kanji">跳<span class="furigana">は</span></span>ね<span class="kanji">上<span class="furigana">あ</span></span>がる			
走り高跳び	はしりたかとび	Saut en hauteur			<span class="kanji">走<span class="furigana">はし</span></span>り<span class="kanji">高跳<span class="furigana">たかと</span></span>び			
飛び跳ねる	とびはねる	Faire des bonds, gambader			<span class="kanji">飛<span class="furigana">と</span></span>び<span class="kanji">跳<span class="furigana">は</span></span>ねる			
挑む	いどむ	Défier, braver, provoquer			<span class="kanji">挑<span class="furigana">いど</span></span>む			
挑戦	ちょうせん	Défi, provocation, challenge			<span class="kanji">挑戦<span class="furigana">ちょうせん</span></span>			
挑戦者	ちょうせんしゃ	Challengeur			<span class="kanji">挑戦者<span class="furigana">ちょうせんしゃ</span></span>			
挑発	ちょうはつ	Provoquer, exciter, inciter			<span class="kanji">挑発<span class="furigana">ちょうはつ</span></span>			
挑発的	ちょうはつてき	Provocant, excitant, suggestif, lascif			<span class="kanji">挑発的<span class="furigana">ちょうはつてき</span></span>			
眺める	ながめる	Regarder, observer, contempler			<span class="kanji">眺<span class="furigana">なが</span></span>める			
眺望	ちょうぼう	Vue, perspective, paysage			<span class="kanji">眺望<span class="furigana">ちょうぼう</span></span>			
逃げる	にげる	Fuir, s'échapper			<span class="kanji">逃<span class="furigana">に</span></span>げる			
逃れる	のがれる	Échapper à, éviter			<span class="kanji">逃<span class="furigana">のが</span></span>れる			
逃がす	にがす	Relâcher, remettre en liberté, laisser échapper / s'enfuir			<span class="kanji">逃<span class="furigana">に</span></span>がす			
逃す	のがす	Relâcher, remettre en liberté, laisser échapper / s'enfuir			<span class="kanji">逃<span class="furigana">のが</span></span>す			
逃走	とうそう	Fuite, évasion			<span class="kanji">逃走<span class="furigana">とうそう</span></span>			
逃亡	とうぼう	Fuite, évasion, désertion			<span class="kanji">逃亡<span class="furigana">とうぼう</span></span>			
逃げ出す	にげだす	S'échapper, prendre la fuite			<span class="kanji">逃<span class="furigana">に</span></span>げ<span class="kanji">出<span class="furigana">だ</span></span>す			
見逃す	みのがす	Ne pas apercevoir, fermer les yeux sur			<span class="kanji">見逃<span class="furigana">みのが</span></span>す			
桃	もも	Pêche			<span class="kanji">桃<span class="furigana">もも</span></span>			
桃色	ももいろ	Couleur rose (couleur des fleurs de pêcher)			<span class="kanji">桃色<span class="furigana">ももいろ</span></span>			
桃の節句	もものせっく	Fête des Poupées (3 mars)			<span class="kanji">桃<span class="furigana">もも</span></span>の<span class="kanji">節句<span class="furigana">せっく</span></span>			
桃山時代	ももやまじだい	Période de Momoyama (1583-1602)			<span class="kanji">桃山時代<span class="furigana">ももやまじだい</span></span>			
桃源郷	とうげんきょう	Paradis terrestre, jardin d'Eden, Shangri-la			<span class="kanji">桃源郷<span class="furigana">とうげんきょう</span></span>			
桃源境	とうげんきょう	Paradis terrestre, jardin d'Eden, Shangri-la			<span class="kanji">桃源境<span class="furigana">とうげんきょう</span></span>			
実践	じっせん	Pratique, mise en pratique			<span class="kanji">実践<span class="furigana">じっせん</span></span>			
実践的	じっせんてき	Pratique			<span class="kanji">実践的<span class="furigana">じっせんてき</span></span>			
実践理性批判	じっせんりせいひはん	Critique de la Raison Pratique - Kant			<span class="kanji">実践理性批判<span class="furigana">じっせんりせいひはん</span></span>			
付箋	ふせん	Étiquette, béquet			<span class="kanji">付箋<span class="furigana">ふせん</span></span>			
便箋	びんせん	Papier à lettres			<span class="kanji">便箋<span class="furigana">びんせん</span></span>			
処方箋	しょほうせん	Feuille d'ordonnance médicale, ordonnance; recette (pour solutionner un problème)			<span class="kanji">処方箋<span class="furigana">しょほうせん</span></span>			
跡	あと	Marque, trace, vestiges, restes, ruine			<span class="kanji">跡<span class="furigana">あと</span></span>			
遺跡	いせき	Ruines, vestiges		5	<span class="kanji">遺跡<span class="furigana">いせき</span></span>			
史跡	しせき	Monument / lieu historique, vestiges		7	<span class="kanji">史跡<span class="furigana">しせき</span></span>			
足跡	あしあと、そくせき	Traces de pas			<span class="kanji">足跡<span class="furigana">あしあと</span></span>			
傷跡	きずあと	Cicatrice			<span class="kanji">傷跡<span class="furigana">きずあと</span></span>			
跡継ぎ	あとつぎ	Successeur, héritier			<span class="kanji">跡継<span class="furigana">あとつ</span></span>ぎ			
踪跡	そうせき	Traces, empreintes, endroit où l'on se trouve			<span class="kanji">踪跡<span class="furigana">そうせき</span></span>			
失踪	しっそう	Disparaître sans laisser de traces			<span class="kanji">失踪<span class="furigana">しっそう</span></span>			
大赦	たいしゃ	Amnistie générale			<span class="kanji">大赦<span class="furigana">たいしゃ</span></span>			
恩赦	おんしゃ	Amnistie, grâce			<span class="kanji">恩赦<span class="furigana">おんしゃ</span></span>			
赦免	しゃめん	Grâce, acquittement, rémission			<span class="kanji">赦免<span class="furigana">しゃめん</span></span>			
特赦	とくしゃ	Amnistie			<span class="kanji">特赦<span class="furigana">とくしゃ</span></span>			
容赦	ようしゃ	Pardon, miséricorde, clémence; pitité			<span class="kanji">容赦<span class="furigana">ようしゃ</span></span>			
繊維	せんい	Fibre, textile			<span class="kanji">繊維<span class="furigana">せんい</span></span>			
繊維工業	せんいこうぎょう	Industrie textile			<span class="kanji">繊維工業<span class="furigana">せんいこうぎょう</span></span>			
合成繊維	ごうせいせんい	Fibres synthétiques			<span class="kanji">合成繊維<span class="furigana">ごうせいせんい</span></span>			
化繊	かせん	Fibres synthétiques			<span class="kanji">化繊<span class="furigana">かせん</span></span>			
繊細	せんさい	Délicat, fin, subtil			<span class="kanji">繊細<span class="furigana">せんさい</span></span>			
虎	とら	Tigre			<span class="kanji">虎<span class="furigana">とら</span></span>			
虎視眈々と	こしたんたんと	Être aux aguets / à l'affut, observer avec attention			<span class="kanji">虎視眈々<span class="furigana">こしたんたん</span></span>と			
虎の子	とらのこ	Tigreau; épargnes; son trésor			<span class="kanji">虎<span class="furigana">とら</span></span>の<span class="kanji">子<span class="furigana">こ</span></span>			
虎の巻	とらのまき	Recueil de solutions (d'exercices); secret d'une tactique			<span class="kanji">虎<span class="furigana">とら</span></span>の<span class="kanji">巻<span class="furigana">まき</span></span>			
