スペイン		Espagne	1	8	Nom	
何か	なにか	Quelque chose	1	8	Nom	
上手	じょうず	Habile; doué pour...	1	8	なAdj	～が
下手	へた	Maladroitt; pas doué pour...	1	8	なAdj	～が
有名	ゆうめい	Célèbre	1	8	なAdj	
洗う	あらう	Laver	1	8	U-Vb	～を
言う	いう	Dire	1	8	U-Vb	
要る	いる	Avoir besoin	1	8	U-Vb	～が
遅くなる	おそくなる	Être en retard	1	8	U-Vb	
お風呂に入る	おふろにはいる	Prendre un bain	1	8	U-Vb	
思う	おもう	Penser	1	8	U-Vb	
切る	きる	Couper	1	8	U-Vb	～を
作る	つくる	Préparer	1	8	U-Vb	～を
(雨 / 雪が)降る	(あめ / ゆきが)ふる	Pleuvoir; neiger	1	8	U-Vb	
持っていく	もっていく	Emporter (quelque chose)	1	8	U-Vb	～を
捨てる	すてる	Jeter	1	8	Ru-Vb	～を
始める	はじめる	Commencer	1	8	Ru-Vb	～を
運転する	うんてんする	Conduire	1	8	Irr-Vb	～を
洗濯する	せんたくする	Faire la lessive	1	8	Irr-Vb	～を
掃除する	そうじする	Nettoyer	1	8	Irr-Vb	～を
料理する	りょうりする	Cuisiner	1	8	Irr-Vb	
うん		Ouais; oui	1	8	Exp	
ううん		Hmm; non	1	8	Exp	
いつも		Toujours	1	8	Adv	
遅く	おそく	(Faire quelque chose) en retard	1	8	Adv	
乾杯	かんぱい	À la vôtre ! ; Santé ! (pour porter un toast)	1	8	Exp	
みんなで		Tous ensemble	1	8	Exp	
残念(ですね)	ざんねん	C'est dommage.	1	8	Exp	
まだ＋Négatif		Pas encore	1	8	Exp	
～について		À propos de... ; concernant ...	1	8		
～度	～ど	... degrés (température)	1	8		
どう		Comment	1	8		
単語	たんご	Mot; vocabulaire	1	9	Nom	
作文	さくぶん	Rédaction; dissertation	1	9	Nom	
試験	しけん	Examen	1	9	Nom	
手紙	てがみ	Lettre	1	9	Nom	
メール		E-mail	1	9	Nom	
ギター		Guitare	1	9	Nom	
ピアノ		Piano	1	9	Nom	
コンサート		Concert	1	9	Nom	
チケット		Ticket; billet	1	9	Nom	
歌舞伎	かぶき	Théâtre kabuki (art théâtral traditionnel japonais)	1	9	Nom	
スキー		Ski	1	9	Nom	
お弁当	おべんとう	Panier-repas	1	9	Nom	
ピザ		Pizza	1	9	Nom	
病気	びょうき	Maladie; pathologie	1	9	Nom	
薬	くすり	Médicament	1	9	Nom	
いい子	いいこ	Enfant sage	1	9	Nom	
色	いろ	Couleur	1	9	Nom	
今度	こんど	Futur proche	1	9	Nom	
先月	せんげつ	Le mois dernier	1	9	Nom	
去年	きょねん	L'année dernière	1	9	Nom	
青い	あおい	Bleu	1	9	いAdj	
赤い	あかい	Rouge	1	9	いAdj	
黒い	くろい	Noir	1	9	いAdj	
白い	しろい	Blanc	1	9	いAdj	
寂しい	さびしい	Solitaire; triste	1	9	いAdj	
若い	わかい	Jeune	1	9	いAdj	
意地悪	いじわる	Méchant	1	9	なAdj	
踊る	おどる	Danser	1	9	U-Vb	
終わる	おわる	Se terminer	1	9	U-Vb	～が
薬を飲む	くすりをのむ	Prendre des médicaments	1	9	U-Vb	
人気がある	にんきがある	Être populaire	1	9	U-Vb	
始まる	はじまる	Commencer	1	9	U-Vb	～が
弾く	ひく	Jouer (d'un instrument à cordes ou d'un piano)	1	9	U-Vb	～を
もらう	もらう	Obtenir (de quelqu'un)	1	9	U-Vb	personneにchoseを
覚える	おぼえる	Mémoriser	1	9	Ru-Vb	～を
出る	でる	Apparaître; assister à	1	9	Ru-Vb	～に
出る	でる	Sortir de	1	9	Ru-Vb	～を
運動する	うんどうする	Faire de l'exercice	1	9	Irr-Vb	
散歩する	さんぽする	Se promener	1	9	Irr-Vb	
そう		(Je suis) d'accord	1	9		
～から		À partir de ...	1	9		
～まで		Jusqu'à (lieu/moment)	1	9		
是非	ぜひ	Absolument	1	9		
ところで		D'ailleurs	1	9		
みんな		Tous	1	9		
もう		Déjà	1	9		
一つ	ひとつ	Un	1	9	Nb	
二つ	ふたつ	Deux	1	9	Nb	
三つ	みっつ	Trois	1	9	Nb	
四つ	よっつ	Quatre	1	9	Nb	
五つ	いつつ	Cinq	1	9	Nb	
六つ	むっつ	Six	1	9	Nb	
七つ	ななつ	Sept	1	9	Nb	
八つ	やっつ	Huit	1	9	Nb	
九つ	ここのつ	Neuf	1	9	Nb	
とお		Dix	1	9	Nb	
黄色い	きいろい	Jaune	1	9	いAdj	
茶色い	ちゃいろい	Marron	1	9	いAdj	
緑 / グリーン	みどり	Vert	1	9	Nom	
紺色	こんいろ	Bleu marine	1	9	Nom	
水色	みずいろ	Bleu clair	1	9	Nom	
銀色 / シルバー	ぎんいろ	Argent	1	9	Nom	
オレンジ		Orange	1	9	Nom	
紫	むらさき	Violet	1	9	Nom	
灰色 / グレー	はいいろ	Gris	1	9	Nom	
金色 / ゴールド	きんいろ	Orange	1	9	Nom	
ピンク		Rose	1	9	Nom	
ベージュ		Beige	1	9	Nom	
季節	きせつ	Saison	1	10	Nom	
春	はる	Printemps	1	10	Nom	
秋	あき	Automne	1	10	Nom	
牛乳	ぎゅうにゅう	Lait	1	10	Nom	
ケーキ		Gâteau	1	10	Nom	
すし		Sushi	1	10	Nom	
天ぷら	てんぷら	Tempura	1	10	Nom	
りんご		Pomme	1	10	Nom	
料理	りょうり	Cuisine	1	10	Nom	
サッカー		Football	1	10	Nom	
野球	やきゅう	Base-ball	1	10	Nom	
医者	いしゃ	Médecin	1	10	Nom	
お金持ち	おかねもち	Personne riche	1	10	Nom	
有名人	ゆうめいじん	Célébrité	1	10	Nom	
顔	かお	Visage	1	10	Nom	
年上	としうえ	Personne plus âgée	1	10	Nom	
